year,fund_id,observations,cumulative_return_gross,cumulative_return_net,annualised_volatility_gross,annualised_volatility_net,total_turnover,total_trading_cost
2021,equity_risk_parity,252,0.2333628525160105,0.2317921098938249,0.1132219845996559,0.1133270631156036,1.273852240866965,0.001273852240866965
2021,equity_risk_parity_sentiment,252,0.2272484373861343,0.2254958737097486,0.1135834381771495,0.113684415522035,1.428554783848183,0.001428554783848183
2022,equity_risk_parity,251,-0.05195239171494537,-0.05228706802882921,0.1961082248889695,0.1960999826429462,0.3530733700384363,0.0003530733700384363
2022,equity_risk_parity_sentiment,251,-0.05421873882112183,-0.0547387858909687,0.1954337230898817,0.1954216575997371,0.5499980871834029,0.0005499980871834029
2023,equity_risk_parity,250,0.139373119261228,0.139059859448853,0.1251014269262564,0.1250982733436317,0.2749750329396455,0.0002749750329396455
2023,equity_risk_parity_sentiment,250,0.1381099099748619,0.1376035540466647,0.1251728669502933,0.1251703830011089,0.445000092583787,0.000445000092583787
