fund_id,role,common_first_date,common_last_date,observations,cumulative_return_gross,cumulative_return_net,annualised_return_gross,annualised_return_net,annualised_volatility_gross,annualised_volatility_net,sharpe_gross,sharpe_net,max_drawdown_gross,max_drawdown_net,total_turnover,average_rebalance_turnover,total_trading_cost,rebalance_count,tracking_error_versus_base,correlation_with_base,delta_observations,delta_cumulative_return_gross,delta_cumulative_return_net,delta_annualised_return_gross,delta_annualised_return_net,delta_annualised_volatility_gross,delta_annualised_volatility_net,delta_sharpe_gross,delta_sharpe_net,delta_max_drawdown_gross,delta_max_drawdown_net,delta_total_turnover,delta_average_rebalance_turnover,delta_total_trading_cost,delta_rebalance_count
equity_risk_parity,base,2021-01-04,2023-12-29,753,0.3322538375101147,0.3297217494622631,0.1071571731998047,0.1065234916069634,0.149298258439671,0.1493195364153016,0.7177389362723557,0.7133928631461206,-0.1938745142636555,-0.1940183001626932,1.901900643845047,0.05283057344014017,0.001901900643845046,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equity_risk_parity_sentiment,augmented,2021-01-04,2023-12-29,753,0.3210139316760936,0.3178155620485572,0.1042930865618257,0.103484416498615,0.1491136836093786,0.149132628965329,0.6994199595728193,0.6939086182318529,-0.1960609904635422,-0.1962716505390317,2.423552963615373,0.06732091565598258,0.002423552963615373,36,0.002883668802157769,0.9998140727268264,0,-0.01123990583402112,-0.01190618741370586,-0.002864086637978949,-0.003039075108348388,-0.0001845748302923556,-0.0001869074499726286,-0.01831897669953642,-0.0194842449142677,-0.002186476199886656,-0.002253350376338559,0.5216523197703264,0.01449034221584241,0.0005216523197703262,0
